NAME                                                 VERSION                           TYPE                          
org.apache.karaf.deployer.kar                        4.3.9                             java-archive                   
org.apache.karaf.deployer.wrap                       4.3.9                             java-archive                   
org.apache.karaf.diagnostic.boot                     4.3.9                             java-archive  (+1 duplicate)   
org.apache.karaf.diagnostic.core                     4.3.9                             java-archive                   
org.apache.karaf.features.command                    4.3.9                             java-archive                   
org.apache.karaf.features.core                       4.3.9                             java-archive                   
org.apache.karaf.features.extension                  4.3.9                             java-archive                   
org.apache.karaf.jaas.boot                           4.3.9                             java-archive  (+1 duplicate)   
org.apache.karaf.jaas.command                        4.3.9                             java-archive                   
org.apache.karaf.jaas.config                         4.3.9                             java-archive                   
org.apache.karaf.jaas.modules                        4.3.9                             java-archive                   
org.apache.karaf.kar.core                            4.3.9                             java-archive                   
org.apache.karaf.log.core                            4.3.9                             java-archive                   
org.apache.karaf.main                                4.3.9                             java-archive                   
org.apache.karaf.management.server                   4.3.9                             java-archive                   
org.apache.karaf.package.core                        4.3.9                             java-archive                   
org.apache.karaf.scr.management                      4.3.9                             java-archive                   
org.apache.karaf.scr.state                           4.3.9                             java-archive                   
org.apache.karaf.service.core                        4.3.9                             java-archive                   
org.apache.karaf.shell.commands                      4.3.9                             java-archive                   
org.apache.karaf.shell.core                          4.3.9                             java-archive                   
org.apache.karaf.specs.activator                     4.3.9                             java-archive                   
org.apache.karaf.specs.java.xml                      4.3.9                             java-archive                   
org.apache.karaf.specs.locator                       4.3.9                             java-archive                   
org.apache.karaf.system.core                         4.3.9                             java-archive                   
org.apache.servicemix.bundles.aopalliance            1.0_6                             java-archive                   
org.apache.servicemix.bundles.javax-inject           1_2                               java-archive                   
org.apache.servicemix.bundles.xpp3                   1.1.4c_7                          java-archive                   
org.apache.servicemix.specs.activation-api-1.1       2.9.0                             java-archive                   
org.apache.servicemix.specs.jaxb-api-2.2             2.9.0                             java-archive                   
org.apache.servicemix.specs.locator                  2.9.0                             java-archive  (+2 duplicates)  
org.apache.servicemix.specs.stax-api-1.2             2.9.0                             java-archive                   
org.apache.sling.commons.johnzon                     1.2.14                            java-archive                   
org.eclipse.osgi                                     3.17.200                          java-archive                   
org.eclipse.sisu.inject                              0.3.5                             java-archive                   
org.osgi.util.function                               1.2.0                             java-archive                   
org.osgi.util.promise                                1.2.0                             java-archive                   
org.sonatype.nexus.bundles.elasticsearch             3.68.0-04                         java-archive                   
orientdb-client                                      2.2.37                            java-archive                   
orientdb-core                                        2.2.37                            java-archive                   
orientdb-jdbc                                        2.2.37                            java-archive                   
orientdb-server                                      2.2.37                            java-archive                   
orientdb-tools                                       2.2.37                            java-archive                   
osgi.core                                            7.0.0                             java-archive                   
ossindex-service-api                                 1.3.0                             java-archive                   
ossindex-service-client                              1.3.0                             java-archive                   
p11-kit                                              0.23.22-1.el8                     rpm                            
p11-kit-trust                                        0.23.22-1.el8                     rpm                            
package-url-java                                     1.1.1                             java-archive                   
packageurl-java                                      1.4.1                             java-archive                   
pam                                                  1.3.1-27.el8                      rpm                            
paranamer                                            2.8                               java-archive                   
pax-logging-api                                      2.0.18                            java-archive                   
pax-logging-logback                                  2.0.18                            java-archive                   
pax-swissbox-property                                1.8.5                             java-archive                   
pax-url-aether                                       2.6.12                            java-archive                   
pax-url-aether-support                               2.6.12                            java-archive                   
pax-url-commons                                      2.6.12                            java-archive                   
pax-url-wrap                                         2.6.12                            java-archive                   
pcre                                                 8.42-6.el8                        rpm                            
pcre2                                                10.32-3.el8_6                     rpm                            
platform-python                                      3.6.8-56.el8_9.3                  rpm                            
platform-python-setuptools                           39.2.0-7.el8                      rpm                            
plexus-cipher                                        2.0                               java-archive                   
plexus-interpolation                                 1.24                              java-archive                   
plexus-interpolation                                 1.26                              java-archive                   
plexus-sec-dispatcher                                1.4                               java-archive                   
plexus-sec-dispatcher                                2.0                               java-archive                   
plexus-utils                                         3.0.24                            java-archive                   
plexus-utils                                         3.5.1                             java-archive                   
popt                                                 1.18-1.el8                        rpm                            
postgresql                                           42.7.2                            java-archive                   
procps-ng                                            3.3.15-14.el8                     rpm                            
profiler                                             1.0.2                             java-archive                   
publicsuffix-list-dafsa                              20180723-1.el8                    rpm                            
python3-libs                                         3.6.8-56.el8_9.3                  rpm                            
python3-pip-wheel                                    9.0.3-23.el8_9.1                  rpm                            
python3-setuptools-wheel                             39.2.0-7.el8                      rpm                            
quartz                                               2.3.2                             java-archive                   
reactive-streams                                     1.0.3                             java-archive                   
readline                                             7.0-10.el8                        rpm                            
redhat-release                                       8.9-0.1.el8                       rpm                            
redline                                              1.2.5                             java-archive                   
resources                                            1.8.0_412                         java-archive                   
resteasy-atom-provider                               3.15.6.Final                      java-archive                   
resteasy-client                                      3.15.6.Final                      java-archive                   
resteasy-jackson2-provider                           3.15.6.Final                      java-archive                   
resteasy-jaxb-provider                               3.15.6.Final                      java-archive                   
resteasy-jaxrs                                       3.15.6.Final                      java-archive                   
resteasy-multipart-provider                          3.15.6.Final                      java-archive                   
resteasy-validator-provider                          3.15.6.Final                      java-archive                   
rootfiles                                            8.1-22.el8                        rpm                            
rpm                                                  4.14.3-28.el8_9                   rpm                            
rpm-libs                                             4.14.3-28.el8_9                   rpm                            
rt                                                   1.8.0_412                         java-archive                   
scanner                                              1.10                              java-archive                   
securesm                                             1.0                               java-archive                   
sed                                                  4.5-5.el8                         rpm                            
semver4j                                             4.2.1                             java-archive                   
setup                                                2.12.2-9.el8                      rpm                            
setuptools                                           39.2.0                            python                         
shiro-core                                           1.13.0                            java-archive                   
shiro-guice                                          1.13.0                            java-archive                   
shiro-web                                            1.13.0                            java-archive                   
simpleclient                                         0.6.0                             java-archive                   
simpleclient_common                                  0.6.0                             java-archive                   
simpleclient_dropwizard                              0.6.0                             java-archive                   
simpleclient_servlet                                 0.6.0                             java-archive                   
sisu-odata4j                                         0.0.7                             java-archive                   
sizeof                                               0.4.0                             java-archive                   
sizeof-agent                                         UNKNOWN                           java-archive                   
snakeyaml                                            2.2                               java-archive                   
snakeyaml-engine                                     2.1                               java-archive                   
spatial4j                                            0.5                               java-archive                   
spdx-jackson-store                                   1.1.7                             java-archive                   
sqlite-libs                                          3.26.0-19.el8_9                   rpm                            
statistics                                           2.1                               java-archive                   
sunec                                                1.8.0_412                         java-archive                   
sunjce_provider                                      1.8.0_412                         java-archive                   
sunpkcs11                                            1.8.0_412                         java-archive                   
swagger-annotations                                  1.6.11                            java-archive                   
swagger-core                                         1.6.11                            java-archive                   
swagger-jaxrs                                        1.6.11                            java-archive                   
swagger-models                                       1.6.11                            java-archive                   
sysout-over-slf4j                                    1.0.2                             java-archive                   
systemd                                              239-78.el8                        rpm                            
systemd-libs                                         239-78.el8                        rpm                            
systemd-pam                                          239-78.el8                        rpm                            
t-digest                                             3.0                               java-archive                   
tape                                                 1.2.3                             java-archive                   
tar                                                  2:1.30-9.el8                      rpm                            
terracotta-utilities-tools                           0.0.8                             java-archive                   
tika-core                                            1.28.4                            java-archive                   
tomlj                                                1.0.0                             java-archive                   
trousers                                             0.3.15-1.el8                      rpm                            
trousers-lib                                         0.3.15-1.el8                      rpm                            
txw2                                                 2.3.3                             java-archive                   
tzdata                                               2024a-1.el8                       rpm                            
tzdata-java                                          2024a-1.el8                       rpm                            
util-linux                                           2.32.1-44.el8_9.1                 rpm                            
velocity-engine-core                                 2.3                               java-archive                   
wagon-file                                           3.5.2                             java-archive                   
wagon-http                                           3.5.2                             java-archive                   
wagon-http-shared                                    3.5.2                             java-archive                   
wagon-provider-api                                   3.5.2                             java-archive                   
xkeyboard-config                                     2.28-1.el8                        rpm                            
xmlsec                                               2.3.4                             java-archive                   
xpp3_min                                             1.1.4c                            java-archive                   
xstream                                              1.4.20                            java-archive                   
xz                                                   1.9                               java-archive                   
xz-libs                                              5.2.4-4.el8_6                     rpm                            
zipfs                                                1.8.0_412                         java-archive                   
zlib                                                 1.2.11-25.el8                     rpm                            
zstd-jni                                             1.4.8-7                           java-archive                   
